age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
38,65,15,13,45,9,47,1,40,0,0,30,74
41,58,10,9,42,9,30,77,40,0,1848,40,74
38,58,11,15,42,59,30,77,40,0,0,60,74
69,58,5,4,42,50,30,77,40,0,0,20,74
43,65,10,9,42,62,30,77,40,0,0,40,74
25,58,15,13,45,59,52,77,40,0,0,70,74
19,58,14,10,45,72,52,77,40,0,0,30,74
28,58,14,10,45,50,47,77,40,0,0,40,74
57,58,9,8,42,72,30,77,40,0,0,40,74
38,58,15,13,66,9,47,77,40,0,0,40,74
31,58,12,12,11,0,75,77,19,0,0,41,74
54,58,5,4,42,39,30,77,40,0,0,40,74
29,58,15,13,42,70,30,77,40,0,0,40,74
18,58,8,7,45,25,52,77,40,0,0,12,74
42,58,10,9,42,9,30,77,40,0,0,50,74
36,58,10,9,42,39,30,77,40,0,0,60,74
55,58,15,13,42,62,30,77,40,0,0,40,74
31,58,10,9,45,50,52,77,19,0,0,38,74
59,65,15,13,42,17,30,77,40,0,0,30,74
34,38,16,14,42,16,30,77,40,0,0,40,74
35,58,15,13,42,62,30,77,40,0,0,40,74
46,58,16,14,42,0,30,77,40,0,1740,60,74
42,64,17,16,42,59,30,77,40,0,0,45,74
25,58,10,9,45,39,75,77,40,0,0,40,74
39,58,14,10,42,0,30,77,40,15024,0,40,74
22,58,15,13,45,62,52,3,40,0,0,50,69
32,38,15,13,42,0,79,77,19,0,0,40,74
52,58,10,9,42,16,30,77,40,0,0,55,74
23,58,14,10,45,59,52,77,40,0,0,20,74
29,65,10,9,42,39,30,77,40,0,0,40,74
48,65,10,9,42,62,79,77,19,0,0,50,74
22,58,6,5,45,25,52,3,40,0,0,40,54
23,38,10,9,45,72,52,77,40,0,0,40,74
26,58,10,9,45,39,52,77,40,0,0,40,74
19,58,14,10,43,62,52,77,19,0,1602,40,74
34,58,10,9,45,39,75,4,40,0,0,40,74
41,18,14,10,42,59,30,77,40,0,0,44,74
37,38,14,10,45,0,75,4,19,0,0,40,74
54,58,7,6,42,72,30,4,40,0,0,40,74
70,58,5,4,78,50,75,4,19,0,0,38,74
18,58,14,10,45,25,52,77,40,0,0,9,74
25,58,10,9,45,0,47,77,40,0,0,40,74
44,58,10,9,11,50,47,77,40,0,0,37,74
51,58,14,10,42,50,79,77,19,0,0,40,74
17,58,8,7,45,9,52,77,40,0,0,16,74
24,58,10,9,45,50,52,77,19,0,0,30,74
35,58,9,8,45,39,75,4,19,0,0,40,74
38,58,14,10,42,16,30,77,40,0,0,40,74
67,80,10,9,42,0,30,3,40,0,0,12,54
28,58,12,12,42,59,30,77,40,0,0,40,74
48,65,14,10,42,16,30,3,40,0,0,65,74
52,58,10,9,78,72,47,77,40,0,0,40,74
40,58,10,9,42,9,30,77,40,0,0,50,74
42,58,14,10,42,50,79,4,19,0,0,30,74
21,58,10,9,45,9,47,77,40,0,0,35,74
29,64,10,9,42,62,79,77,19,0,1977,25,74
64,58,15,13,45,62,75,77,19,0,0,40,53
19,58,14,10,45,50,75,4,19,2036,0,30,74
33,58,13,11,42,60,30,77,40,0,0,40,74
27,58,10,9,45,50,52,4,19,0,0,40,74
50,58,10,9,11,0,47,77,19,0,0,40,74
49,58,14,10,66,16,75,4,19,0,0,60,74
47,68,12,12,42,72,30,77,40,0,0,40,74
62,58,14,10,11,0,75,77,19,0,0,30,74
58,58,5,4,42,17,30,77,40,0,0,50,74
30,58,14,10,45,50,75,77,19,0,0,36,74
18,58,14,10,45,62,52,4,19,0,0,21,74
43,58,10,9,42,0,79,77,19,0,0,50,6
55,64,15,13,11,62,47,77,19,0,0,50,21
61,58,10,9,42,9,30,77,40,0,0,55,74
34,58,17,16,42,59,30,77,40,0,0,50,74
33,38,14,10,42,60,30,77,40,0,0,40,74
35,68,10,9,42,9,30,77,40,0,0,40,74
32,58,8,7,42,9,30,77,40,0,0,40,74
52,58,15,13,43,50,49,4,19,0,0,40,24
27,58,10,9,42,39,30,77,40,5013,0,46,6
34,58,10,9,45,25,75,77,19,7443,0,35,74
23,58,3,3,45,25,47,77,40,0,0,55,44
41,38,14,10,11,16,75,77,19,0,0,25,74
22,58,15,13,45,0,52,77,19,0,0,40,74
53,58,10,9,11,50,47,4,40,0,0,40,74
40,65,11,15,42,59,30,77,40,99999,0,70,74
44,68,16,14,42,16,30,77,40,0,0,40,74
37,58,14,10,42,9,30,77,40,0,0,40,74
44,58,16,14,42,16,30,3,40,0,0,48,31
60,65,14,10,42,16,30,77,40,0,0,50,74
41,65,14,10,42,39,30,77,40,3103,0,40,74
30,58,14,10,42,59,30,77,40,0,0,68,74
36,58,15,13,42,16,30,77,40,0,1977,40,74
19,58,10,9,45,60,47,77,40,0,0,32,74
22,58,14,10,45,50,47,77,19,0,0,40,74
34,58,14,10,45,39,47,77,40,0,0,40,15
19,58,14,10,45,25,52,77,40,0,0,10,74
32,58,16,14,45,16,47,77,19,0,0,40,74
26,58,14,10,45,59,47,77,19,0,0,35,74
36,58,16,14,45,59,52,77,40,0,0,40,74
36,58,14,10,42,16,30,77,40,0,0,40,74
48,58,15,13,42,62,30,77,40,0,0,60,74
44,58,10,9,42,16,30,1,40,0,0,40,74
19,68,14,10,45,17,52,77,40,0,0,12,74
45,58,16,14,11,59,75,77,19,0,0,50,74
37,58,10,9,42,9,30,77,40,0,0,50,74
26,65,12,12,45,9,47,77,40,0,0,40,74
32,58,13,11,42,72,30,77,40,0,0,40,74
19,58,14,10,45,50,52,77,19,0,0,20,74
48,38,16,14,11,16,75,4,19,9562,0,40,74
19,58,8,7,45,17,52,77,40,0,0,24,74
64,68,16,14,42,59,79,77,19,0,0,5,74
22,68,14,10,45,50,52,77,40,0,0,10,74
40,65,10,9,45,17,47,77,40,0,0,70,74
32,58,15,13,42,16,30,77,40,0,0,48,74
34,65,10,9,11,17,47,77,40,0,0,40,74
49,38,14,10,11,16,75,77,40,0,0,48,74
41,58,10,9,11,9,47,77,40,0,0,40,74
17,58,8,7,45,62,52,77,19,0,0,8,74
18,38,16,14,45,59,52,77,19,0,0,60,74
22,58,14,10,45,39,47,77,40,0,0,40,74
57,58,10,9,45,50,47,4,40,0,0,48,74
47,38,13,11,11,0,47,77,19,0,0,40,74
43,58,15,13,42,59,30,77,40,0,0,35,74
24,58,10,9,45,62,47,77,40,0,0,30,74
30,58,14,10,42,62,79,77,19,0,0,40,74
49,58,7,6,11,50,47,77,40,0,0,48,74
37,38,10,9,45,50,47,77,40,0,0,40,74
63,65,15,13,42,59,30,77,40,0,0,20,74
59,38,15,13,42,59,79,77,19,0,0,45,74
49,58,16,14,42,62,30,77,40,0,0,40,74
40,58,10,9,42,50,79,77,19,0,0,12,74
34,68,14,10,42,60,30,77,40,0,0,40,74
48,58,10,9,11,39,49,48,19,0,0,38,13
58,65,9,8,11,62,47,77,19,0,0,52,74
35,58,13,11,45,9,47,77,40,0,0,40,74
37,58,12,12,11,16,47,77,19,0,0,48,74
58,58,13,11,42,16,30,77,40,3908,0,40,74
44,65,10,9,42,59,30,77,40,0,1902,40,74
21,58,14,10,45,50,52,77,40,0,0,35,34
37,58,14,10,42,72,30,77,40,0,0,40,74
27,58,13,11,42,0,79,4,19,0,0,40,74
46,65,10,9,42,16,79,77,19,0,0,50,74
69,65,5,4,42,62,30,77,40,0,0,55,74
36,58,10,9,42,39,30,77,40,0,0,40,74
20,58,14,10,45,50,52,77,40,0,0,40,74
37,58,10,9,42,39,30,77,40,3464,0,50,74
29,65,14,10,42,16,49,77,40,4386,0,45,74
28,38,12,12,45,0,47,77,19,0,0,40,74
37,58,14,10,42,0,30,77,40,0,0,40,74
48,18,14,10,45,0,47,4,40,0,0,40,74
25,58,10,9,45,25,47,77,40,0,0,60,15
32,58,16,14,45,70,47,3,40,0,0,11,69
30,58,15,13,45,59,47,77,19,0,0,60,51
37,58,16,14,42,59,30,77,40,0,0,45,74
64,58,14,10,42,50,30,77,40,0,0,40,74
59,58,17,16,42,62,30,77,40,0,0,40,74
28,38,12,12,42,0,79,77,19,0,0,40,74
49,58,14,10,11,0,47,77,19,0,0,60,74
41,58,10,9,11,60,52,77,40,0,0,40,74
25,58,10,9,42,62,30,77,40,0,0,40,74
38,58,14,10,42,50,30,3,40,0,0,40,54
34,58,9,8,43,25,75,77,40,0,0,35,44
40,58,16,14,42,59,30,77,40,0,0,40,74
63,68,10,9,11,0,47,77,19,0,0,38,74
22,58,10,9,45,0,47,77,19,0,0,39,74
42,58,10,9,42,9,30,77,40,0,1672,40,74
32,58,14,10,42,70,30,77,40,0,0,45,74
29,65,10,9,42,9,30,77,40,0,0,40,74
67,58,15,13,42,59,30,77,40,0,0,2,74
45,58,10,9,42,16,30,77,40,0,0,45,74
39,58,10,9,11,72,47,77,40,0,0,40,74
54,64,11,15,42,59,30,77,40,99999,0,60,74
47,38,14,10,11,59,47,77,19,0,1876,40,74
27,58,10,9,45,25,52,77,19,0,0,40,74
24,38,14,10,45,60,75,48,40,1151,0,40,74
31,58,7,6,11,62,49,77,19,0,0,40,74
51,64,17,16,42,59,30,77,40,15024,0,40,74
39,58,10,9,42,16,30,77,40,0,0,60,74
29,58,15,13,45,70,47,77,40,0,0,40,74
58,65,10,9,42,16,30,77,40,0,0,40,74
32,64,15,13,42,62,30,77,40,7688,0,55,44
28,58,7,6,45,39,75,77,19,0,0,40,74
40,65,14,10,42,9,30,77,40,0,0,60,74
41,38,10,9,42,72,30,4,40,0,0,40,74
54,58,15,13,45,0,47,77,19,14084,0,40,74
39,68,15,13,45,59,47,77,40,0,0,35,74
33,65,10,9,42,9,30,77,40,0,0,40,74
19,58,10,9,45,50,52,77,19,0,0,30,74
27,58,3,3,45,62,52,3,19,0,0,20,76
59,38,15,13,42,59,30,77,40,0,0,40,74
35,58,15,13,42,50,79,77,19,0,0,24,55
60,58,14,10,78,62,75,77,19,0,0,27,74
30,58,15,13,42,9,30,77,40,0,0,40,74
50,38,15,13,11,16,47,77,19,0,0,40,74
34,58,15,13,42,59,30,77,40,0,0,42,74
49,65,10,9,42,16,30,77,40,0,0,45,74
55,58,8,7,78,25,75,77,19,0,0,40,74
19,58,7,6,45,50,47,77,19,0,0,40,74
44,58,10,9,11,62,47,77,40,3674,0,50,74
41,58,14,10,11,39,52,77,40,0,0,40,34
38,65,5,4,42,62,30,77,40,0,0,40,44
57,58,14,10,42,9,79,77,19,9386,0,40,74
40,58,15,13,42,0,30,77,40,0,0,50,74
28,58,14,10,45,16,47,77,19,10520,0,40,74
32,58,10,9,42,16,30,77,40,3103,0,55,74
38,65,16,14,42,16,30,77,40,0,0,70,74
23,58,13,11,45,50,52,77,19,0,0,15,74
23,58,14,10,45,9,52,77,40,0,0,40,74
63,58,14,10,11,9,75,77,40,0,0,22,74
19,58,14,10,45,0,52,77,19,0,0,40,61
46,68,11,15,45,59,47,77,19,0,1564,55,74
25,58,14,10,45,72,47,77,19,0,0,45,74
30,38,10,9,42,60,30,4,40,0,0,40,74
33,58,7,6,45,50,52,77,19,0,0,25,74
35,18,10,9,42,0,30,77,40,0,0,40,74
38,58,14,10,42,62,30,77,40,0,0,40,74
17,58,7,6,45,59,52,48,19,0,0,15,74
38,64,14,10,42,16,79,77,19,0,0,45,74
19,58,14,10,45,0,52,77,40,0,0,28,74
39,58,16,14,45,59,52,77,19,0,0,40,74
58,64,8,7,42,72,30,77,40,0,0,60,74
20,58,10,9,45,0,75,77,19,0,0,40,21
23,58,14,10,45,50,52,3,19,0,0,23,74
45,68,16,14,11,16,47,77,40,0,0,45,74
23,68,15,13,45,70,47,77,19,0,0,20,74
19,58,10,9,45,62,52,4,40,0,0,25,74
55,58,10,9,11,0,47,77,19,0,0,40,74
20,58,8,7,45,9,47,77,40,0,0,60,74
29,58,16,14,45,72,52,4,40,0,0,40,74
33,58,10,9,42,25,30,77,40,0,0,35,31
42,58,8,7,11,9,47,77,40,0,0,40,74
33,58,10,9,42,25,30,77,40,0,0,40,74
32,58,16,14,66,16,47,77,40,0,2824,55,74
47,58,15,13,42,59,30,77,40,0,0,50,74
38,58,15,13,42,59,79,77,19,15024,0,40,74
21,58,2,2,42,50,49,77,40,0,0,40,15
56,58,14,10,42,59,30,77,40,0,0,40,74
41,58,12,12,45,0,47,48,19,0,0,50,74
24,58,14,10,42,9,30,77,40,0,0,40,74
23,58,14,10,42,39,30,1,40,0,0,30,74
43,58,15,13,42,62,30,77,40,0,0,50,74
57,58,15,13,78,59,75,77,40,10520,0,40,74
35,58,10,9,11,50,47,77,19,0,0,45,74
38,65,8,7,11,16,47,77,40,0,0,55,74
44,58,5,4,42,39,79,77,19,0,0,40,12
19,58,10,9,45,62,52,77,40,0,0,50,74
22,58,14,10,42,0,79,1,19,0,0,44,74
77,65,14,10,78,0,47,77,19,0,1944,1,74
53,58,14,10,42,9,30,77,40,0,0,40,23
56,58,10,9,42,16,30,77,40,0,0,40,74
33,58,2,2,42,9,47,77,40,0,2603,32,44
33,58,3,3,66,50,75,77,19,0,0,40,44
30,68,15,13,43,0,47,77,40,0,0,40,74
46,65,16,14,11,16,47,77,40,0,0,30,74
38,58,14,10,42,16,30,4,40,0,0,50,74
62,65,5,4,78,17,49,77,19,0,0,35,74
68,65,14,10,42,62,30,77,40,0,0,40,74
23,18,15,13,45,59,47,77,19,0,0,15,74
40,58,14,10,11,72,47,77,40,0,0,48,74
27,58,15,13,45,59,47,77,19,0,0,20,74
24,58,14,10,45,0,52,77,19,0,0,40,74
26,58,15,13,45,16,47,77,19,0,0,40,74
18,58,9,8,45,50,52,77,19,0,0,32,74
53,58,7,6,42,50,30,77,40,0,0,34,74
38,58,13,11,42,50,30,77,40,0,0,40,74
47,58,15,13,42,16,30,77,40,99999,0,55,74
25,58,15,13,45,59,47,3,19,0,0,40,74
32,68,15,13,45,59,47,77,19,0,0,40,74
47,58,10,9,11,16,47,77,19,0,1974,40,74
67,65,7,6,42,17,30,77,40,2414,0,80,74
68,58,5,4,78,50,75,1,19,0,0,20,74
50,58,15,13,11,62,47,77,19,0,0,50,74
39,58,10,9,42,16,30,77,40,0,0,40,74
25,38,14,10,42,16,30,77,40,0,0,40,74
39,58,10,9,42,50,30,77,40,0,0,42,74
38,58,10,9,42,60,30,77,40,0,0,40,63
33,58,14,10,42,16,30,77,40,0,0,40,10
60,38,15,13,66,59,75,77,19,5455,0,55,74
39,58,15,13,42,16,30,77,40,0,0,60,34
46,58,15,13,45,50,47,77,40,0,0,40,74
41,58,10,9,11,57,49,4,19,0,0,40,74
28,58,5,4,42,62,49,77,40,0,0,40,74
35,58,14,10,45,39,47,4,19,0,0,30,74
36,58,10,9,45,39,47,4,19,0,0,48,74
40,68,17,16,42,59,30,77,40,0,0,50,74
43,68,16,14,42,59,30,77,40,0,1887,45,74
21,58,10,9,66,50,47,77,19,0,0,40,74
17,58,7,6,45,50,52,77,40,0,0,15,74
31,58,16,14,42,59,79,77,19,0,0,50,74
49,58,15,13,45,16,47,77,40,0,0,45,74
38,58,15,13,42,16,30,77,40,0,0,63,74
42,58,15,13,42,59,30,77,40,0,0,45,74
22,58,14,10,45,62,47,3,40,0,0,20,54
29,58,13,11,45,16,47,77,40,0,0,40,74
59,58,10,9,11,50,75,77,19,0,0,40,74
44,58,16,14,42,16,30,77,40,0,0,40,74
48,58,14,10,42,0,30,77,40,0,0,40,74
66,58,13,11,42,0,30,77,40,0,0,30,74
55,58,14,10,66,16,75,77,19,0,0,10,74
26,58,16,14,45,16,47,77,19,0,0,30,74
27,58,14,10,42,9,30,77,40,0,0,60,74
32,58,11,15,42,59,79,3,19,15024,0,50,74
59,58,10,9,11,9,47,77,40,0,0,38,74
52,64,15,13,42,16,30,77,40,0,0,60,74
33,58,10,9,45,17,47,77,40,0,0,20,74
28,58,15,13,42,16,30,77,40,0,0,45,74
32,58,15,13,42,59,30,77,40,0,0,50,74
41,58,10,9,11,70,75,77,19,0,0,40,74
24,58,15,13,45,59,47,77,40,0,0,40,74
42,58,10,9,45,72,75,4,19,0,0,38,74
36,65,15,13,42,16,30,77,40,0,0,50,32
24,58,15,13,45,0,52,77,40,0,0,35,74
43,58,14,10,45,0,47,77,40,0,0,25,74
28,65,8,7,45,62,52,77,40,0,0,40,74
49,58,16,14,42,59,30,77,40,0,0,40,74
37,38,16,14,11,16,47,77,19,0,0,40,74
68,65,10,9,42,62,30,77,40,0,0,40,74
20,58,14,10,45,25,52,77,40,0,0,35,74
41,68,13,11,42,59,30,77,40,0,0,35,74
38,65,10,9,11,17,47,77,40,0,0,50,74
34,58,15,13,42,16,30,77,40,0,0,40,74
39,58,10,9,42,62,30,77,40,0,0,40,74
62,58,5,4,42,59,30,77,40,0,0,20,74
28,58,8,7,42,9,30,77,40,0,0,40,74
59,65,10,9,42,62,30,77,40,0,0,60,74
29,58,10,9,42,50,30,4,40,0,0,50,74
26,58,15,13,45,9,52,77,40,0,0,40,44
42,58,15,13,42,62,30,4,40,0,0,40,74
39,58,14,10,45,9,47,77,40,0,0,50,74
52,58,14,10,11,62,49,77,19,0,0,20,74
36,58,1,1,45,39,47,4,40,0,0,40,61
30,65,14,10,45,9,47,77,40,0,0,45,74
40,58,14,10,45,16,47,77,40,0,0,50,74
34,18,15,13,42,60,30,77,40,0,1902,48,74
55,58,14,10,11,9,47,77,40,0,0,40,74
60,58,8,7,42,39,79,3,19,0,0,30,28
21,58,10,9,45,0,52,77,40,0,0,40,74
45,68,16,14,42,0,30,77,40,0,0,40,31
41,58,13,11,11,62,52,77,40,0,0,50,74
29,58,16,14,45,59,47,77,19,0,0,50,74
54,64,14,10,42,72,30,77,40,0,0,40,74
32,58,11,15,45,62,47,77,19,13550,0,50,74
34,18,14,10,45,0,47,4,19,0,0,72,74
32,58,12,12,42,16,79,77,19,0,1485,40,74
17,58,8,7,45,25,52,77,40,0,0,40,6
68,58,10,9,42,9,30,77,40,0,0,8,74
57,58,10,9,42,9,30,77,40,0,0,40,74
48,58,16,14,42,70,30,77,40,0,0,40,74
24,68,10,9,45,0,75,4,19,0,0,20,74
34,65,10,9,42,59,30,77,40,0,0,40,74
21,58,14,10,45,0,47,77,19,0,0,40,74
35,58,14,10,11,62,47,77,19,0,0,35,74
27,58,14,10,42,16,30,77,40,0,0,60,74
44,58,12,12,42,16,30,77,40,0,0,54,74
33,58,14,10,42,72,30,77,40,0,0,41,74
44,58,15,13,42,16,30,77,40,0,0,70,74
46,58,10,9,45,9,75,77,40,0,0,40,74
56,65,11,15,42,59,30,77,40,0,1977,50,74
45,65,14,10,42,72,30,77,40,0,0,45,74
43,58,15,13,42,39,30,4,40,0,0,40,74
41,58,6,5,42,72,30,77,40,0,0,35,74
24,58,15,13,42,59,49,3,19,0,0,40,54
58,58,10,9,11,50,75,77,19,0,0,25,74
35,65,15,13,42,59,30,77,40,0,0,40,74
43,65,15,13,42,17,30,77,40,0,0,70,74
37,58,13,11,42,59,79,77,19,0,1887,35,74
28,65,15,13,45,59,47,4,40,0,0,50,74
24,58,14,10,45,9,47,77,40,0,0,40,74
35,58,10,9,11,25,52,77,40,0,0,35,74
46,58,1,1,42,39,79,77,19,0,0,40,44
50,58,10,9,42,72,30,77,40,0,0,50,74
47,68,17,16,11,59,75,77,40,0,0,50,20
31,58,14,10,42,39,30,77,40,0,0,40,74
22,58,14,10,45,16,52,77,19,0,0,40,74
19,80,10,9,45,17,52,77,40,0,0,10,74
25,38,10,9,11,70,75,77,19,0,0,40,74
20,58,12,12,45,62,52,77,19,0,0,25,74
54,38,13,11,42,72,30,4,40,0,0,40,74
22,58,15,13,45,16,52,77,19,0,0,40,74
19,58,10,9,45,9,52,77,40,0,0,40,74
33,18,13,11,42,70,30,77,40,0,0,40,74
40,58,10,9,42,62,30,77,40,0,0,40,74
33,58,10,9,11,50,75,77,19,0,0,40,74
36,58,10,9,42,0,79,77,19,0,0,40,74
59,58,15,13,11,0,75,77,19,0,0,40,74
22,18,12,12,45,50,52,77,40,0,0,20,74
30,58,16,14,42,16,30,77,40,0,0,50,74
23,58,3,3,42,25,30,77,40,0,0,40,44
27,58,14,10,45,50,52,77,19,0,0,40,74
21,58,10,9,45,39,47,77,19,0,0,40,74
51,58,15,13,11,59,75,77,19,0,0,55,15
62,65,10,9,42,17,30,77,40,0,0,65,74
25,65,12,12,45,62,47,77,40,0,0,50,74
37,65,6,5,42,72,30,77,40,0,0,70,74
28,58,10,9,45,9,47,77,40,0,0,40,74
47,58,8,7,42,50,30,77,40,0,0,40,74
35,58,12,12,11,9,75,77,40,0,0,45,74
26,58,15,13,45,0,52,77,40,0,0,25,74
23,58,12,12,45,50,47,77,19,0,0,25,74
68,65,10,9,42,17,30,77,40,0,0,45,74
52,58,14,10,42,59,30,77,40,0,0,45,74
67,18,10,9,78,50,75,77,40,0,0,40,74
17,58,8,7,45,62,75,77,19,0,0,12,55
33,58,8,7,45,0,75,4,19,0,0,38,74
18,58,8,7,45,25,52,77,40,0,0,40,74
18,58,8,7,45,25,52,77,40,0,0,15,74
29,58,15,13,45,0,47,4,19,0,0,40,74
79,38,8,7,42,16,30,77,40,0,0,7,74
23,65,15,13,45,0,52,77,40,0,2231,40,74
33,58,15,13,45,62,47,77,40,0,0,45,74
61,58,7,6,11,50,47,77,40,0,0,24,74
38,58,15,13,45,50,47,77,40,0,0,40,74
17,58,6,5,45,9,52,77,40,0,0,40,74
26,58,14,10,45,62,47,77,19,0,0,15,74
26,65,10,9,42,0,30,77,40,0,0,40,74
32,58,11,15,42,59,30,77,40,3908,0,40,74
65,58,13,11,42,72,30,77,40,0,0,20,74
39,58,10,9,42,72,30,77,40,0,0,55,74
50,58,7,6,42,9,30,77,40,0,0,40,74
55,68,16,14,42,59,30,77,40,7688,0,45,74
31,58,10,9,42,9,30,77,40,0,0,45,74
44,38,13,11,42,9,30,77,40,7688,0,40,74
20,58,14,10,45,0,52,77,19,0,0,25,74
48,58,14,10,66,62,75,4,19,0,0,35,74
32,58,10,9,42,62,79,77,19,0,0,40,74
41,58,10,9,42,9,30,77,40,0,0,40,74
34,18,12,12,45,0,47,77,40,0,0,40,74
64,58,10,9,78,62,47,77,19,8614,0,50,20
54,58,10,9,42,16,30,77,40,0,1902,55,74
39,58,10,9,42,39,30,77,40,0,0,50,74
32,58,10,9,11,39,52,77,40,0,0,50,74
52,38,10,9,11,0,75,4,19,0,0,40,74
49,58,15,13,11,16,75,4,19,0,0,40,74
67,58,16,14,42,62,30,77,40,0,0,30,74
31,58,10,9,45,50,47,4,19,0,0,38,74
25,68,14,10,45,70,47,4,40,0,0,40,74
48,58,10,9,11,59,75,77,19,0,0,38,74
35,38,12,12,42,60,30,77,40,0,0,52,74
30,58,12,12,11,0,52,77,19,0,1762,40,74
20,68,14,10,42,50,30,77,40,0,0,20,74
73,64,7,6,78,62,75,77,19,0,0,40,6
31,58,8,7,11,17,47,77,40,0,0,50,74
31,58,8,7,11,50,47,77,19,0,0,40,74
33,58,14,10,45,16,52,3,40,0,0,40,54
30,58,5,4,45,39,75,77,40,0,0,42,74
29,64,12,12,45,59,49,4,19,0,0,40,74
33,58,14,10,45,62,47,77,19,0,0,40,74
63,58,8,7,42,60,30,77,40,4386,0,37,74
28,58,15,13,45,0,47,77,40,0,0,21,74
64,58,14,10,11,16,75,77,19,0,0,40,74
36,65,10,9,42,9,30,77,40,0,0,35,44
20,58,13,11,45,50,47,77,40,0,0,30,74
24,58,10,9,45,50,47,77,40,0,0,35,74
52,58,8,7,42,39,30,48,40,0,0,40,12
46,58,14,10,11,25,47,77,40,0,0,45,74
40,58,13,11,42,17,30,77,40,0,0,60,74
32,68,3,3,45,39,52,77,19,0,0,10,74
50,65,14,10,42,9,30,77,40,0,0,55,74
33,58,14,10,42,50,79,77,19,0,0,35,74
53,64,15,13,42,16,30,77,40,0,1902,48,74
31,58,10,9,42,72,79,77,19,5178,0,35,74
29,58,14,10,66,70,75,77,19,0,0,40,74
35,38,10,9,42,60,30,4,40,7298,0,35,74
49,64,15,13,42,62,30,77,40,0,0,50,74
51,58,15,13,42,16,30,77,40,0,0,50,74
26,58,10,9,42,39,30,77,40,0,0,40,74
32,58,12,12,42,39,30,77,40,0,0,62,74
60,68,16,14,42,59,30,3,40,0,0,38,7
25,58,14,10,45,39,47,77,40,0,0,42,74
30,58,10,9,66,0,75,4,19,0,0,40,74
46,58,10,9,42,0,79,77,19,0,0,40,74
27,65,10,9,45,17,52,77,40,0,0,80,74
53,58,10,9,42,59,30,77,40,0,0,42,74
67,58,16,14,42,59,30,77,40,20051,0,60,74
50,65,10,9,42,50,30,3,40,0,0,60,67
48,58,12,12,42,16,30,77,40,0,0,40,74
35,38,10,9,42,9,30,77,40,0,0,40,10
48,58,2,2,42,39,30,77,40,0,0,40,56
75,65,14,10,43,9,47,77,40,0,0,30,74
51,68,13,11,11,59,75,77,19,0,0,40,74
46,58,13,11,11,0,47,77,19,0,0,40,74
17,58,9,8,45,50,52,4,40,0,0,18,74
45,65,15,13,45,62,47,77,40,14084,0,45,74
40,58,14,10,11,39,75,4,19,0,0,40,74
40,58,14,10,42,62,30,77,40,4386,0,50,74
39,58,14,10,42,62,30,77,40,0,0,40,54
63,58,8,7,78,62,47,77,19,2176,0,30,74
45,58,10,9,42,72,30,77,40,0,0,40,74
65,58,10,9,78,50,75,77,19,0,0,17,74
24,58,14,10,45,0,47,77,19,0,0,17,74
36,58,15,13,45,16,52,77,40,0,0,55,74
57,65,16,14,42,70,30,77,40,0,0,38,74
28,58,14,10,45,0,47,77,19,0,0,40,74
33,65,10,9,42,9,30,77,40,0,0,40,74
48,65,14,10,42,16,30,77,40,0,0,40,74
38,58,10,9,11,0,75,77,19,0,0,48,74
36,65,10,9,42,17,30,77,40,0,0,50,74
28,58,15,13,42,62,30,77,40,0,0,60,74
40,58,7,6,42,16,30,77,40,0,0,40,74
27,58,10,9,45,39,47,77,19,0,0,40,74
53,58,10,9,42,70,30,77,40,0,0,40,74
38,64,14,10,42,62,30,77,40,0,1485,60,10
47,38,16,14,42,16,30,77,40,0,1977,41,74
24,58,14,10,45,62,52,77,19,0,0,35,74
19,58,13,11,45,50,52,3,40,0,0,16,74
44,58,15,13,45,0,75,4,19,0,0,40,74
50,58,13,11,42,59,79,77,19,0,1887,36,74
44,38,13,11,45,9,47,77,40,0,0,44,74
36,58,14,10,42,9,30,77,40,3137,0,50,14
33,58,16,14,42,16,30,77,40,7298,0,45,74
20,58,7,6,45,25,75,77,40,0,0,50,74
59,65,15,13,42,59,30,77,40,0,0,50,74
51,65,14,10,42,59,79,77,19,0,2057,60,6
33,58,13,11,45,16,47,77,40,0,0,55,74
47,38,14,10,42,16,30,77,40,0,0,40,74
22,58,15,13,45,62,52,77,19,0,0,15,74
63,58,16,14,42,25,30,77,40,0,0,46,74
36,68,15,13,42,60,30,77,40,7298,0,55,74
38,58,14,10,42,72,30,77,40,7298,0,60,74
42,65,16,14,42,62,30,77,40,99999,0,80,74
59,58,15,13,42,9,30,77,40,0,0,4,74
35,58,14,10,45,62,47,1,19,0,0,40,74
45,58,10,9,11,0,75,77,19,0,0,40,74
22,58,13,11,42,39,30,77,40,0,0,40,74
33,58,7,6,66,50,75,77,19,3418,0,35,74
23,58,10,9,42,72,30,77,40,0,0,40,74
28,65,14,10,45,9,52,77,40,0,0,50,8
58,58,7,6,45,50,47,77,40,0,0,40,74
39,64,11,15,42,59,30,77,40,0,1902,50,74
66,64,10,9,42,0,79,77,19,0,0,40,74
46,65,10,9,42,62,30,4,40,0,0,60,74
38,58,13,11,11,0,75,77,19,0,0,40,74
19,58,14,10,45,62,52,77,19,0,0,9,74
26,58,10,9,45,0,47,77,40,0,0,50,44
52,65,10,9,45,59,47,77,40,0,0,50,74
22,58,14,10,45,0,47,77,40,0,0,50,74
