age,workclass,education,education_num,marital_status,occupation,sex,hours_per_week
40,57,10,9,65,61,19,25
36,57,14,10,41,17,39,56
52,57,10,9,11,61,19,25
35,57,10,9,41,0,39,40
45,57,15,13,44,58,39,30
37,57,14,10,41,16,39,55
36,37,10,9,11,0,19,40
31,57,15,13,44,69,39,40
34,57,14,10,41,9,39,50
25,57,10,9,41,25,39,40
58,37,15,13,44,58,19,40
44,57,14,10,11,0,19,40
25,57,15,13,41,58,19,40
23,57,3,3,44,25,39,55
20,57,6,5,44,38,39,40
36,57,10,9,11,71,19,40
48,63,10,9,41,9,39,60
28,57,14,10,44,9,39,40
37,57,10,9,41,9,39,51
25,57,7,6,44,17,39,40
36,37,14,10,65,0,39,40
36,57,10,9,41,16,39,45
68,57,10,9,41,58,39,40
35,57,14,10,42,0,19,40
28,57,10,9,41,25,39,40
41,57,10,9,42,58,39,40
40,57,8,7,41,38,39,30
55,57,11,15,41,16,39,60
59,57,5,4,41,38,39,40
50,57,10,9,41,71,39,40
39,63,15,13,41,16,39,60
47,67,17,16,41,58,39,40
41,18,11,15,41,58,39,50
50,67,15,13,41,16,39,38
24,57,10,9,44,9,39,40
23,57,14,10,44,49,19,48
24,57,15,13,41,49,39,33
35,57,10,9,11,49,19,35
57,18,13,11,44,69,39,40
39,57,14,10,11,71,39,65
21,57,10,9,44,9,39,40
39,37,16,14,11,58,19,40
55,57,13,11,41,9,39,40
19,57,14,10,44,49,39,20
34,57,13,11,11,69,19,64
25,57,10,9,41,9,39,40
37,57,14,10,41,0,39,50
37,18,15,13,11,16,19,50
42,57,14,10,41,9,39,40
18,37,8,7,44,0,39,12
37,57,15,13,44,16,39,45
37,57,14,10,41,9,39,40
27,57,15,13,44,61,39,40
30,57,10,9,11,0,19,20
31,57,14,10,41,9,39,40
42,18,15,13,41,58,39,40
31,57,10,9,41,61,19,18
29,57,10,9,44,61,39,38
28,57,11,15,41,58,39,60
17,57,9,8,44,49,39,18
57,57,10,9,41,9,39,55
32,67,16,14,41,58,39,50
34,57,10,9,41,49,39,20
42,64,8,7,65,49,19,30
28,57,10,9,41,61,39,40
17,57,9,8,44,61,19,18
19,57,5,4,44,49,39,33
53,37,10,9,41,16,19,50
20,57,10,9,44,49,39,30
54,57,13,11,41,16,39,40
26,57,14,10,44,9,39,40
31,18,15,13,44,16,19,40
60,63,5,4,41,61,39,60
49,57,10,9,41,0,39,40
50,57,16,14,41,16,39,65
36,64,10,9,44,71,39,40
40,57,10,9,41,61,39,40
26,57,10,9,44,9,39,40
33,18,14,10,44,49,19,10
47,64,15,13,41,16,39,50
23,57,14,10,44,49,19,40
35,57,10,9,41,71,19,40
25,57,14,10,44,9,19,50
24,64,14,10,44,16,39,45
24,57,10,9,41,38,39,40
45,57,13,11,41,9,39,40
25,57,15,13,44,49,39,18
18,37,7,6,44,59,19,6
41,57,15,13,41,16,39,50
47,57,10,9,41,16,19,40
56,57,10,9,11,0,19,40
59,57,7,6,41,9,39,40
54,57,2,2,65,56,19,40
32,57,10,9,44,38,39,45
50,57,10,9,41,61,19,15
33,37,10,9,11,71,19,35
48,63,14,10,44,9,39,45
33,64,10,9,41,59,39,30
34,57,10,9,11,58,39,40
32,67,3,3,44,38,19,10
21,57,14,10,44,58,19,4
42,57,14,10,11,38,19,40
37,63,15,13,41,9,39,60
48,57,14,10,41,9,39,40
24,57,10,9,44,61,39,45
50,57,6,5,41,38,39,48
33,57,13,11,11,0,39,40
28,57,10,9,41,71,39,40
27,57,14,10,44,0,19,40
33,57,8,7,65,38,39,30
17,57,7,6,44,61,19,20
27,57,10,9,41,9,39,40
32,63,14,10,44,16,39,70
39,57,7,6,41,38,39,60
61,57,14,10,41,61,39,40
35,57,15,13,44,61,39,50
46,63,15,13,41,61,39,50
23,57,14,10,44,25,39,10
44,57,2,2,44,38,19,40
26,57,15,13,44,49,39,40
29,57,3,3,44,49,19,40
19,57,14,10,44,49,19,18
52,57,10,9,41,9,39,40
26,37,15,13,44,58,19,38
59,37,15,13,41,58,39,50
40,64,12,12,41,17,39,50
17,57,8,7,44,61,39,12
31,57,10,9,11,9,39,55
45,67,11,15,11,58,19,43
21,57,3,3,44,56,19,40
41,57,10,9,77,38,19,40
23,57,10,9,44,9,39,40
42,57,7,6,41,38,39,40
26,64,10,9,41,9,39,40
23,57,15,13,44,38,39,40
21,57,10,9,44,9,39,42
33,57,14,10,41,16,39,70
33,67,16,14,41,58,39,19
52,37,14,10,11,16,19,38
29,63,10,9,41,61,39,40
35,63,14,10,41,61,39,60
43,64,10,9,44,17,39,60
62,64,11,15,41,58,39,16
48,64,15,13,41,58,19,20
41,37,15,13,11,58,19,35
25,57,10,9,44,0,39,40
55,63,10,9,11,61,19,50
27,67,16,14,44,16,39,40
43,67,15,13,41,58,39,40
33,57,13,11,44,49,39,40
62,37,15,13,11,58,19,40
28,57,6,5,41,38,39,42
45,57,9,8,41,9,39,40
58,67,6,5,41,17,39,40
30,57,15,13,44,61,39,18
39,57,10,9,11,69,19,50
65,57,14,10,77,0,19,15
65,57,14,10,41,59,39,16
64,37,10,9,11,0,19,40
34,57,10,9,41,9,39,40
39,18,12,12,44,58,39,40
56,57,6,5,77,61,19,40
50,57,15,13,41,58,39,50
66,57,10,9,77,9,39,16
54,18,15,13,11,16,19,40
26,37,15,13,44,58,19,40
41,57,9,8,65,9,39,40
29,57,12,12,44,56,19,50
40,57,9,8,11,9,39,40
49,57,5,4,44,49,39,35
50,57,10,9,41,71,39,40
60,57,5,4,11,0,19,35
43,57,13,11,41,61,39,40
43,57,12,12,44,0,19,45
39,57,15,13,41,61,19,30
44,37,14,10,44,49,19,40
54,37,14,10,41,17,39,40
41,57,17,16,41,58,39,50
30,57,10,9,44,25,19,8
65,63,15,13,41,16,39,44
24,57,14,10,44,38,39,40
31,57,12,12,41,61,39,60
19,63,10,9,44,61,39,40
40,57,10,9,41,9,39,25
20,67,10,9,44,71,39,40
54,64,15,13,41,16,39,40
48,57,14,10,41,16,39,65
22,57,15,13,44,16,39,30
42,57,14,10,65,0,19,41
26,57,15,13,44,0,19,40
22,57,10,9,44,25,39,40
48,57,10,9,41,0,39,70
42,57,14,10,11,38,19,40
25,57,10,9,11,0,39,40
55,18,14,10,41,9,39,45
22,57,10,9,44,49,19,40
25,67,14,10,44,71,39,40
35,57,9,8,11,9,39,50
25,37,15,13,41,58,39,60
47,18,10,9,41,9,39,40
23,57,10,9,44,25,19,7
38,57,10,9,41,9,39,40
60,57,14,10,11,0,19,40
48,18,15,13,11,16,39,58
37,57,13,11,41,69,19,24
37,57,10,9,44,25,39,40
35,57,12,12,42,61,19,36
46,57,13,11,11,9,39,40
34,57,14,10,44,0,39,40
23,57,14,10,44,49,19,30
24,57,10,9,44,9,39,40
26,57,15,13,44,58,19,50
34,57,10,9,41,71,39,40
25,57,14,10,11,49,39,30
34,57,14,10,44,0,39,40
18,57,9,8,44,61,19,20
21,57,14,10,44,61,19,20
61,57,13,11,41,0,39,40
30,57,13,11,44,58,19,40
29,57,10,9,44,49,19,40
25,57,15,13,44,61,39,44
43,57,15,13,44,58,19,40
43,57,15,13,44,61,39,50
80,57,17,16,41,58,39,30
28,64,10,9,44,49,19,28
50,57,10,9,11,38,19,40
19,57,10,9,44,0,39,40
46,37,14,10,11,0,19,45
53,57,14,10,41,58,19,24
20,57,14,10,44,49,39,30
36,57,10,9,65,0,39,40
49,57,10,9,41,38,19,40
48,57,14,10,41,58,39,40
38,57,14,10,41,61,39,60
36,57,10,9,44,49,19,18
59,57,15,13,41,9,39,4
38,57,10,9,41,9,39,40
19,57,10,9,44,9,19,15
53,57,10,9,77,38,19,38
49,57,16,14,42,0,19,40
45,57,10,9,11,0,19,40
20,57,14,10,44,61,39,30
30,57,14,10,44,61,39,45
20,57,9,8,11,49,19,10
34,57,8,7,41,9,39,40
37,57,14,10,41,9,39,55
19,57,10,9,44,17,39,25
23,57,14,10,41,25,39,40
37,57,10,9,11,38,19,56
66,37,10,9,77,0,19,35
40,64,13,11,41,16,39,40
23,57,14,10,65,61,19,40
38,57,15,13,41,9,39,40
22,57,6,5,44,61,39,40
21,57,8,7,41,38,39,40
27,57,14,10,44,38,19,40
58,57,15,13,11,71,39,45
17,57,8,7,44,49,19,20
45,57,15,13,41,71,39,50
40,57,14,10,41,38,39,43
66,57,10,9,41,25,39,10
29,57,15,13,41,16,39,50
32,57,10,9,41,58,39,50
55,57,9,8,11,38,19,40
62,57,10,9,11,49,19,84
27,57,15,13,44,0,19,40
49,57,10,9,41,38,39,40
41,57,10,9,41,61,39,40
36,57,10,9,41,16,39,50
19,57,9,8,44,25,39,40
53,57,16,14,41,16,19,50
35,18,10,9,41,0,39,40
34,57,13,11,41,0,39,45
37,57,15,13,44,9,39,40
57,64,12,12,41,49,39,40
30,57,14,10,41,61,39,40
31,57,15,13,41,58,19,40
40,57,10,9,65,71,39,40
64,64,14,10,77,9,19,8
43,57,15,13,41,58,39,55
35,57,14,10,41,9,39,60
53,57,10,9,41,38,39,40
39,57,10,9,44,38,19,10
32,57,15,13,41,69,19,40
30,37,10,9,44,59,39,40
43,57,10,9,11,38,39,40
48,57,7,6,41,71,39,40
41,18,15,13,41,0,19,40
41,57,15,13,41,69,19,25
30,57,10,9,11,49,19,40
18,57,7,6,44,49,19,40
68,57,5,4,77,49,19,20
41,63,16,14,41,16,39,60
24,57,10,9,44,0,39,40
72,64,14,10,41,61,39,40
39,57,15,13,41,58,39,45
28,57,16,14,11,61,19,40
41,57,11,15,41,16,39,50
30,57,14,10,44,9,39,40
59,57,14,10,41,9,39,40
50,18,15,13,41,16,19,40
39,57,15,13,41,9,39,40
22,57,10,9,44,71,39,24
20,64,13,11,44,17,39,40
45,57,11,15,41,58,39,60
21,63,14,10,44,16,39,40
33,64,10,9,11,9,39,50
35,57,9,8,41,49,39,40
36,57,10,9,41,9,39,44
29,57,14,10,41,69,39,40
55,37,13,11,65,58,19,35
30,57,8,7,41,17,39,60
27,57,13,11,41,69,39,40
66,57,14,10,41,16,39,50
57,37,15,13,41,16,39,45
52,57,10,9,44,61,39,40
54,37,17,16,41,16,39,60
17,57,8,7,44,56,19,40
35,57,10,9,41,61,39,44
54,63,10,9,41,16,39,36
50,57,16,14,41,16,39,50
30,57,10,9,41,58,39,35
28,57,13,11,44,16,19,40
24,57,14,10,44,71,39,40
28,57,3,3,41,38,39,40
58,63,10,9,44,61,39,47
34,57,10,9,44,71,39,70
36,57,3,3,41,9,39,40
47,37,16,14,41,58,39,35
33,57,14,10,44,61,39,40
20,57,14,10,44,61,39,25
30,57,13,11,11,0,19,24
24,57,10,9,44,61,39,40
51,64,14,10,41,9,39,40
41,64,14,10,65,9,39,40
37,57,7,6,44,9,39,35
46,63,11,15,41,58,39,60
28,57,13,11,41,0,19,40
33,57,12,12,44,9,39,45
50,64,17,16,11,58,19,60
44,37,9,8,41,25,39,40
20,57,14,10,44,71,19,40
34,57,10,9,11,49,39,40
37,57,15,13,41,9,39,40
40,57,10,9,41,17,39,40
32,57,10,9,65,9,39,40
63,64,14,10,41,17,39,20
24,57,14,10,44,61,39,49
44,57,17,16,41,58,39,40
29,67,15,13,41,58,39,25
20,57,14,10,44,0,39,30
56,63,14,10,41,61,39,50
54,57,3,3,42,38,39,40
64,37,10,9,11,0,19,35
23,57,10,9,44,0,19,40
39,18,10,9,11,0,19,40
21,57,10,9,44,17,39,65
17,57,6,5,44,49,39,26
37,57,15,13,41,69,39,40
47,57,10,9,41,16,39,60
52,57,15,13,11,61,39,60
23,57,14,10,44,49,19,25
32,57,10,9,44,25,19,35
58,64,15,13,11,58,19,40
19,57,14,10,44,61,19,9
61,57,7,6,11,49,39,24
18,37,8,7,44,59,39,10
29,57,9,8,41,71,39,40
43,57,16,14,41,16,39,35
23,57,14,10,42,49,19,50
37,57,10,9,11,61,19,40
22,57,7,6,44,71,39,25
51,64,14,10,41,9,39,55
22,57,14,10,44,16,39,35
26,57,14,10,11,16,19,40
46,64,10,9,41,16,39,50
40,67,17,16,41,58,39,40
44,37,16,14,41,58,39,44
71,64,10,9,77,0,19,35
56,57,10,9,77,61,19,25
53,57,6,5,41,49,39,40
37,57,10,9,44,49,19,30
24,57,5,4,44,56,19,32
46,57,14,10,41,16,19,40
57,57,7,6,41,49,39,40
21,57,7,6,44,49,39,25
33,57,14,10,44,58,39,52
67,64,10,9,11,58,19,20
44,37,16,14,41,58,39,35
31,57,10,9,11,71,39,40
59,64,10,9,41,16,39,40
17,57,7,6,44,61,39,15
40,57,15,13,41,16,39,40
52,64,13,11,41,9,39,40
44,57,10,9,41,17,39,80
37,57,10,9,41,9,39,40
41,57,16,14,41,16,39,40
49,57,10,9,41,71,39,40
32,57,15,13,44,58,39,40
27,57,10,9,41,9,39,40
50,57,14,10,41,16,39,50
40,57,12,12,41,69,39,44
67,37,12,12,41,16,39,35
27,57,14,10,44,9,39,40
30,57,13,11,41,69,19,35
34,64,10,9,41,9,39,60
42,37,10,9,41,9,39,40
21,57,10,9,44,25,39,40
28,57,10,9,44,9,39,70
20,57,10,9,44,9,19,40
33,57,10,9,41,61,39,20
49,18,13,11,41,9,39,40
35,57,14,10,41,9,39,40
41,64,10,9,44,49,39,60
29,57,15,13,44,61,39,50
35,64,10,9,41,17,39,30
41,37,13,11,11,9,19,45
50,57,10,9,41,0,39,32
30,57,10,9,44,9,19,45
45,18,15,13,44,16,19,40
60,64,10,9,41,16,39,40
65,57,6,5,77,61,19,40
29,57,13,11,40,17,39,44
42,64,11,15,41,17,39,65
19,57,14,10,44,49,39,20
28,57,15,13,44,58,19,20
25,57,10,9,44,0,19,48
30,57,15,13,41,61,39,40
28,37,16,14,44,58,19,40
52,57,15,13,41,58,39,40
30,57,10,9,41,59,39,60
46,57,14,10,41,58,39,10
60,64,10,9,41,9,39,30
18,57,8,7,44,61,19,8
62,57,10,9,77,61,19,43
28,57,7,6,44,25,39,40
50,57,10,9,41,16,39,40
18,57,9,8,44,38,39,30
41,57,10,9,44,61,19,40
21,57,6,5,44,38,39,48
38,37,16,14,41,58,39,40
46,57,14,10,41,16,39,60
31,57,10,9,41,49,39,40
22,57,8,7,44,9,39,40
38,57,13,11,44,9,39,40
46,57,15,13,11,0,39,40
38,64,10,9,41,9,39,60
39,57,10,9,44,38,39,40
62,57,10,9,77,0,19,32
62,57,10,9,44,49,19,38
50,57,14,10,41,16,39,84
21,57,10,9,44,49,39,10
49,57,10,9,11,9,39,40
34,57,15,13,41,16,39,40
34,57,10,9,44,38,19,48
34,57,14,10,41,0,39,40
57,57,14,10,11,49,19,38
19,57,14,10,44,61,19,35
19,57,14,10,44,25,39,40
44,57,10,9,44,49,39,32
17,57,8,7,44,61,19,20
40,57,12,12,44,0,19,45
55,37,14,10,41,58,39,40
38,57,14,10,11,16,39,50
25,57,9,8,44,49,39,40
19,64,10,9,44,0,19,30
43,57,16,14,11,49,19,40
27,57,14,10,41,0,19,45
50,57,12,12,11,9,39,40
33,57,3,3,41,17,39,40
24,57,10,9,44,17,39,40
44,57,15,13,11,16,39,50
36,67,13,11,41,49,39,40
31,57,12,12,44,38,39,40
37,57,14,10,11,0,19,37
37,57,10,9,65,9,39,50
30,57,14,10,44,9,39,45
28,57,14,10,44,38,19,40
22,57,10,9,11,61,39,40
44,57,10,9,41,0,19,40
33,57,9,8,11,16,39,40
57,57,14,10,65,61,19,40
37,57,10,9,41,16,39,60
18,57,8,7,44,49,39,40
35,57,10,9,41,71,39,65
22,18,15,13,44,58,39,10
60,57,8,7,41,38,19,30
35,57,15,13,41,16,39,50
47,57,16,14,65,38,19,42
29,57,15,13,41,16,39,40
25,67,14,10,44,25,39,40
53,57,14,10,77,16,19,40
41,57,10,9,65,0,19,40
43,67,10,9,41,59,39,40
53,57,14,10,41,16,19,40
70,57,7,6,41,25,39,32
19,57,14,10,44,61,19,20
43,57,13,11,41,61,39,45
49,57,10,9,11,0,19,38
32,57,14,10,41,25,39,50
20,57,12,12,44,71,39,20
36,67,10,9,11,0,19,40
52,63,15,13,41,16,39,50
56,63,14,10,41,61,19,60
34,57,10,9,44,0,19,40
57,57,3,3,41,17,39,45
17,57,8,7,44,49,19,25
48,18,10,9,11,0,39,40
29,57,10,9,41,49,39,35
57,57,10,9,77,58,19,57
38,57,15,13,11,61,39,48
58,57,14,10,41,0,19,40
44,37,15,13,41,58,39,40
52,57,10,9,41,61,39,60
25,57,15,13,44,16,39,40
31,57,15,13,41,61,39,40
20,57,14,10,44,0,19,35
20,57,10,9,41,9,39,40
35,64,14,10,41,16,39,40
42,57,10,9,11,16,19,40
24,57,10,9,41,9,39,44
49,37,16,14,41,0,39,40
34,57,14,10,65,49,19,37
21,57,14,10,44,49,19,40
38,57,14,10,44,0,19,40
32,57,14,10,41,38,39,84
48,57,6,5,77,71,39,40
20,57,14,10,44,61,39,35
27,57,14,10,44,49,39,40
46,57,15,13,11,58,39,45
44,57,12,12,11,58,19,43
48,57,14,10,41,71,39,45
39,64,10,9,44,9,39,40
27,57,10,9,41,25,39,40
43,37,14,10,41,49,39,40
53,18,15,13,11,69,39,40
38,57,14,10,41,9,39,40
38,57,10,9,41,16,39,50
30,57,10,9,44,38,39,40
23,57,15,13,44,69,19,20
58,37,7,6,41,71,39,40
57,57,14,10,42,0,39,40
36,57,10,9,11,0,19,38
26,57,14,10,41,9,39,45
48,57,10,9,44,49,19,32
57,18,10,9,11,0,19,40
30,57,10,9,44,38,39,45
33,64,14,10,44,17,39,70
32,57,12,12,11,0,19,40
42,57,13,11,11,16,19,40
22,57,14,10,44,0,39,25
61,63,10,9,41,16,39,35
37,57,15,13,44,61,39,45
42,64,13,11,41,16,39,50
27,57,14,10,41,25,39,30
20,57,14,10,44,61,19,56
31,57,10,9,41,9,39,52
47,57,10,9,41,49,19,30
22,57,14,10,44,61,19,15
34,64,10,9,41,17,39,80
29,57,15,13,41,61,39,41
29,57,10,9,42,0,19,40
33,57,10,9,41,0,19,19
38,57,10,9,41,38,39,40
60,57,16,14,41,16,39,60
35,57,13,11,44,0,19,40
52,37,10,9,11,0,19,45
56,57,8,7,11,9,39,49
47,57,15,13,41,16,19,40
64,57,5,4,41,17,39,40
39,57,15,13,11,0,39,40
44,67,16,14,41,0,39,40
46,57,10,9,11,38,19,38
45,57,10,9,11,0,19,40
68,57,17,16,41,58,39,55
34,63,10,9,41,9,39,50
35,57,10,9,11,71,19,60
32,57,14,10,11,16,19,38
42,57,15,13,41,61,39,40
21,67,14,10,44,0,19,15
20,57,12,12,44,49,19,40
19,57,10,9,44,0,19,16
36,57,10,9,41,58,39,40
44,63,15,13,41,61,39,30
23,57,14,10,44,0,19,30
21,57,13,11,44,0,19,40
41,57,10,9,41,9,39,52
29,57,16,14,41,16,39,40
33,57,13,11,41,61,39,36
39,57,10,9,44,71,39,40
47,18,10,9,41,0,39,70
44,57,14,10,41,0,19,45
35,57,15,13,41,61,39,40
45,37,15,13,41,61,39,40
60,57,10,9,77,61,19,50
43,57,15,13,11,61,39,44
37,57,13,11,41,9,39,45
28,57,14,10,65,38,39,40
30,57,15,13,44,61,39,40
46,57,8,7,11,25,19,40
40,18,14,10,44,0,19,50
22,57,10,9,41,71,39,80
19,57,8,7,44,38,19,25
43,64,10,9,41,9,39,60
26,57,9,8,41,56,19,40
17,57,9,8,44,25,39,20
43,57,14,10,41,0,39,40
41,57,9,8,41,49,19,10
33,37,10,9,41,59,39,40
28,57,8,7,44,38,39,40
41,57,9,8,41,25,39,40
27,57,10,9,44,71,39,40
56,57,7,6,65,49,19,32
42,57,10,9,41,38,39,40
47,57,10,9,41,9,39,48
31,57,14,10,41,61,39,40
38,57,14,10,41,61,39,40
35,57,14,10,41,9,39,40
22,57,10,9,44,25,39,40
26,37,16,14,44,58,39,50
42,57,14,10,41,49,19,30
42,63,10,9,41,61,39,60
39,57,14,10,65,49,19,75
56,57,10,9,41,9,39,35
47,64,5,4,41,61,39,40
54,57,5,4,41,38,39,40
60,67,15,13,41,16,39,40
37,57,16,14,11,16,39,45
44,57,16,14,41,16,39,50
41,57,13,11,11,9,19,40
35,63,15,13,44,16,19,60
22,57,10,9,44,56,19,36
63,64,10,9,41,17,39,35
64,57,17,16,41,58,39,60
42,18,16,14,41,16,39,40
22,57,10,9,44,49,39,40
23,57,10,9,44,16,19,40
49,63,10,9,41,16,39,50
33,57,9,8,44,9,39,40
49,57,12,12,41,61,39,45
60,57,10,9,41,49,39,40
52,57,2,2,41,17,39,56
27,37,10,9,44,9,39,40
48,63,15,13,41,16,39,40
51,57,8,7,11,71,39,40
26,57,3,3,41,25,39,40
33,57,10,9,44,25,39,40
17,57,7,6,44,49,39,18
22,57,15,13,44,58,39,40
30,57,10,9,44,0,19,40
45,57,10,9,41,38,39,52
43,57,13,11,11,58,19,40
41,57,10,9,44,71,39,40
39,57,12,12,44,61,19,40
30,57,15,13,44,58,39,50
26,57,10,9,41,61,39,65
24,57,15,13,44,61,19,40
35,57,15,13,41,49,39,40
26,57,14,10,11,25,39,45
28,57,15,13,44,58,39,45
32,57,14,10,44,49,19,38
17,57,7,6,44,25,39,20
36,57,10,9,11,17,39,50
29,18,14,10,44,0,39,40
46,63,14,10,41,61,39,40
34,57,10,9,65,0,39,40
46,57,12,12,41,71,39,36
26,57,15,13,44,49,39,15
26,37,10,9,44,25,39,30
44,57,14,10,41,69,39,40
23,57,10,9,44,56,19,40
39,57,10,9,65,49,39,40
26,57,14,10,41,9,39,40
27,57,10,9,44,0,19,40
22,57,10,9,41,9,39,30
58,18,14,10,77,58,19,40
18,57,7,6,44,49,19,20
45,57,15,13,41,16,39,50
22,57,14,10,44,0,19,40
41,57,16,14,41,16,39,45
39,57,16,14,44,58,39,60
47,57,10,9,41,61,39,40
41,63,10,9,41,9,39,50
58,57,10,9,11,61,19,15
39,57,10,9,11,16,39,45
55,57,10,9,11,9,39,40
41,57,12,12,41,69,39,75
38,57,15,13,41,58,39,40
53,57,8,7,41,38,39,40
37,57,10,9,41,25,39,45
26,57,10,9,41,61,39,40
48,63,11,15,41,58,39,60
24,57,14,10,44,38,39,30
60,57,5,4,41,38,19,40
31,57,16,14,41,16,39,40
33,57,10,9,41,0,39,50
59,57,10,9,41,71,39,45
34,57,13,11,41,38,39,40
33,64,10,9,41,61,39,66
37,57,14,10,11,38,39,52
23,57,10,9,41,16,39,30
37,67,16,14,41,58,39,60
34,57,10,9,41,25,39,40
27,57,15,13,44,0,19,40
40,57,10,9,41,61,39,72
19,57,7,6,44,17,39,25
22,57,14,10,44,0,19,20
49,63,14,10,41,9,39,45
42,57,15,13,41,0,39,40
18,57,8,7,44,0,19,15
49,63,14,10,11,16,19,32
59,57,10,9,41,9,39,40
29,57,10,9,41,49,39,40
57,37,10,9,11,49,19,40
33,57,15,13,44,16,39,40
24,67,14,10,44,49,39,40
30,57,10,9,41,9,39,40
26,57,15,13,44,58,19,40
27,57,15,13,44,58,39,40
34,37,14,10,41,9,39,40
58,63,15,13,41,58,39,60
34,57,14,10,41,9,39,40
23,57,13,11,41,38,19,30
41,64,10,9,41,16,39,45
31,67,12,12,65,49,19,40
40,57,16,14,44,58,19,40
21,57,14,10,44,25,39,30
31,57,10,9,44,49,19,35
25,57,10,9,11,49,39,40
49,57,10,9,11,49,19,40
44,57,14,10,11,16,19,50
66,67,7,6,11,49,19,40
42,57,6,5,11,9,39,40
34,57,15,13,44,61,39,38
23,57,10,9,44,9,39,40
21,57,7,6,41,9,39,40
39,67,10,9,44,49,19,40
39,57,16,14,44,16,19,45
30,57,14,10,44,9,39,40
29,57,15,13,41,9,39,50
54,57,10,9,41,9,39,44
38,57,15,13,41,58,39,40
29,57,12,12,41,16,19,50
19,57,14,10,44,25,39,20
38,57,13,11,44,69,39,50
47,57,10,9,41,9,39,40
35,57,13,11,11,58,39,40
39,57,17,16,41,16,39,45
42,64,15,13,41,16,39,60
51,37,15,13,41,58,39,45
31,18,12,12,41,69,39,40
33,57,14,10,41,49,39,40
38,57,15,13,41,38,39,40
45,57,10,9,11,71,19,55
22,57,10,9,41,16,39,48
31,57,14,10,41,9,39,40
32,67,16,14,41,58,39,50
32,57,10,9,41,16,39,40
41,37,14,10,11,49,19,24
32,57,5,4,44,56,19,15
37,57,10,9,41,25,39,40
30,57,10,9,44,17,39,40
26,57,15,13,44,61,39,40
37,57,15,13,41,16,39,50
46,57,6,5,65,9,19,40
27,57,10,9,11,9,39,50
49,57,10,9,41,0,39,40
42,57,10,9,11,49,19,40
33,57,14,10,44,49,39,32
37,57,10,9,41,71,39,40
68,64,7,6,77,17,39,20
34,57,14,10,11,49,19,40
27,57,10,9,44,49,19,40
53,37,1,1,44,38,19,35
40,37,10,9,41,9,39,35
22,57,8,7,44,49,39,40
35,57,10,9,44,16,39,45
36,57,14,10,44,9,19,40
58,64,10,9,41,25,39,40
44,57,8,7,11,61,19,44
43,57,10,9,44,0,19,40
40,57,16,14,44,58,39,35
23,57,15,13,41,58,39,40
37,64,8,7,41,71,39,40
28,57,14,10,44,49,19,30
34,57,10,9,41,16,19,40
58,57,15,13,11,58,19,50
27,63,16,14,44,71,39,40
37,57,15,13,44,17,39,30
23,57,14,10,44,0,39,24
40,57,15,13,41,61,39,50
28,57,14,10,11,49,19,30
38,57,13,11,41,9,39,40
45,64,6,5,41,17,39,40
20,57,14,10,44,61,19,50
19,57,14,10,44,25,39,10
22,57,14,10,44,58,39,20
24,57,5,4,65,38,39,40
58,57,10,9,41,9,39,52
28,57,15,13,44,71,39,20
64,57,10,9,41,16,39,20
39,57,8,7,11,61,19,40
37,57,8,7,11,71,39,65
54,57,10,9,65,0,19,38
42,64,10,9,41,9,39,24
50,57,10,9,65,49,19,40
33,57,10,9,44,9,39,40
21,57,10,9,44,9,39,35
46,37,16,14,41,58,39,38
29,57,13,11,44,0,19,40
42,57,12,12,41,61,39,55
55,57,14,10,11,49,19,38
29,57,10,9,41,9,39,45
53,67,10,9,41,49,19,28
65,57,14,10,41,16,19,45
28,57,14,10,44,61,39,50
31,57,10,9,11,9,39,40
42,57,10,9,41,25,39,40
35,57,10,9,11,25,19,40
29,57,16,14,44,71,39,40
58,57,10,9,11,0,19,40
39,37,10,9,65,16,39,40
36,57,16,14,41,61,39,50
49,57,10,9,41,38,39,40
61,37,10,9,41,25,39,40
29,57,12,12,11,58,19,36
18,57,10,9,44,61,19,20
30,37,15,13,41,58,19,33
49,57,10,9,41,61,39,50
34,57,15,13,11,16,39,85
40,37,10,9,44,59,39,42
46,57,14,10,41,38,39,40
46,57,10,9,11,61,19,30
43,57,15,13,41,16,39,45
36,57,14,10,44,49,39,40
26,57,10,9,41,16,39,52
22,57,14,10,44,9,39,35
23,57,15,13,44,61,39,10
22,57,14,10,44,69,39,40
31,37,16,14,41,58,39,45
43,57,10,9,41,9,39,40
28,57,10,9,42,69,19,37
37,57,14,10,41,9,39,35
18,57,8,7,44,25,39,18
29,57,10,9,44,61,19,40
45,37,10,9,44,0,19,40
33,57,15,13,41,17,39,40
45,57,13,11,11,0,19,55
19,57,10,9,44,71,39,40
19,37,10,9,44,0,19,40
26,64,13,11,41,17,39,55
17,57,8,7,44,49,39,25
22,57,14,10,44,0,19,25
51,67,10,9,41,16,39,40
34,57,14,10,44,0,39,40
18,57,10,9,44,61,19,28
21,57,10,9,44,59,39,40
40,57,13,11,41,58,39,40
33,18,13,11,41,69,39,40
47,57,13,11,11,61,39,50
18,57,8,7,44,9,39,30
35,57,16,14,44,61,19,40
60,57,14,10,41,61,39,55
46,57,16,14,41,58,19,22
68,57,10,9,44,61,19,40
57,64,10,9,41,9,39,48
36,57,8,7,41,9,39,40
51,57,14,10,65,16,19,40
20,57,14,10,44,49,19,15
48,57,10,9,41,17,39,43
32,37,16,14,44,58,39,50
37,67,15,13,44,58,39,40
20,57,10,9,44,38,39,40
